area_code,area_name,pref_code,pref_name,sex,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_20_24,pop_25_29,pop_30_34,pop_35_39,pop_40_44,pop_45_49,pop_50_54,pop_55_59,pop_60_64,pop_65_69,pop_70_74,pop_75_79,pop_80_84,pop_85_89,pop_90_94,pop_95_99,pop_100plus,pop_65plus,pop_age_unknown,pop_total_census
4502,都城北諸県,45,宮崎県,female,3901,4444,4634,4236,3410,3856,4680,5622,5833,6015,5367,5875,6733,7514,7262,5439,5196,4534,2645,831,165,33586,799,98991
4503,延岡西臼杵,45,宮崎県,male,2428,2925,3212,3077,2326,2689,2861,3422,3891,4312,3714,4185,4678,5451,5508,3509,2935,2077,821,145,17,20463,963,65146
4503,延岡西臼杵,45,宮崎県,female,2391,2709,2976,2780,2066,2169,2855,3459,3882,4314,3851,4451,5101,5954,6090,4676,4596,3926,2313,719,140,28414,579,71997
4504,日南串間,45,宮崎県,male,1173,1361,1499,1329,892,1141,1257,1685,1807,1802,1741,2007,2659,3038,2828,1956,1653,1233,488,87,10,11293,160,31806
4504,日南串間,45,宮崎県,female,1073,1382,1420,1201,806,1046,1309,1719,1815,1830,1698,2233,2760,3076,3091,2549,2568,2382,1339,416,79,15500,72,35864
4505,西諸,45,宮崎県,male,1206,1493,1536,1468,886,1116,1343,1722,1885,1863,1771,2099,2583,3253,2868,1946,1657,1306,515,101,7,11653,169,32793
4505,西諸,45,宮崎県,female,1157,1398,1475,1258,965,1114,1372,1734,1994,1846,1877,2309,2899,3196,3173,2508,2593,2288,1356,440,101,15655,101,37154
4506,西都児湯,45,宮崎県,male,1749,2116,2367,2265,1669,1710,1995,2428,2873,2944,2533,2735,3305,3903,3937,2618,2092,1402,561,126,12,14651,242,45582
4506,西都児湯,45,宮崎県,female,1674,2079,2217,2112,1640,1611,2018,2459,2838,3036,2704,2994,3470,4202,4468,3280,2937,2459,1513,501,95,19455,202,50509
4507,日向入郷,45,宮崎県,male,1672,2015,2114,1761,1376,1660,1786,2212,2634,2751,2475,2613,2927,3496,3297,2206,1804,1242,496,104,9,12654,328,40978
4507,日向入郷,45,宮崎県,female,1587,1899,2002,1613,1235,1486,1792,2217,2690,2751,2545,2639,3218,3588,3832,2880,2621,2154,1328,392,71,16866,305,44845
4601,鹿児島,46,鹿児島県,male,13147,14897,15961,15940,12735,11935,14060,17137,19288,20593,17895,18192,20520,22728,21416,14352,10403,6665,2675,567,72,78878,20464,311642
4601,鹿児島,46,鹿児島県,female,12368,14058,14786,15938,14475,14313,16450,19704,22003,22925,21261,21581,23119,25079,24123,18150,15571,13231,7773,2666,442,107035,17258,357274
4603,南薩,46,鹿児島県,male,2077,2484,2625,2353,1414,1790,2410,2907,3140,3083,3225,3745,4947,6191,5356,3502,3095,2104,872,165,16,21301,338,57839
4603,南薩,46,鹿児島県,female,1956,2345,2438,2731,1888,2033,2482,3022,3240,3299,3449,4122,5242,5917,5696,4590,4569,4170,2617,846,160,28565,360,67172
4605,川薩,46,鹿児島県,male,2263,2634,2756,2572,2016,2316,2571,3008,3197,3406,3098,3603,3833,4627,4204,2694,2213,1644,684,162,25,16253,483,54009
4605,川薩,46,鹿児島県,female,2192,2534,2570,2274,1802,2090,2584,3083,3126,3316,3260,3529,4058,4606,4277,3411,3408,3140,2178,727,144,21891,328,58637
4606,出水,46,鹿児島県,male,1522,1892,1858,1666,1028,1448,1693,2018,2171,2322,2245,2525,2920,3311,3189,2083,1863,1270,487,97,11,12311,388,38007
4606,出水,46,鹿児島県,female,1458,1717,1726,1809,1164,1411,1805,2132,2250,2392,2391,2628,3066,3545,3321,2691,2758,2401,1430,436,74,16656,357,42962
4607,姶良・伊佐,46,鹿児島県,male,4858,5764,5815,5668,4061,4529,5498,6421,6938,7211,6458,6933,7884,8739,8324,5339,4239,2884,1248,230,21,31024,1392,110454
4607,姶良・伊佐,46,鹿児島県,female,4786,5454,5482,5135,4196,4703,5830,6728,7276,7624,7057,7619,8392,9143,8709,6609,6378,5464,3305,1180,231,41019,1300,122601
4609,曽於,46,鹿児島県,male,1299,1668,1695,1247,951,1191,1476,1878,1889,1836,1954,2404,3079,3621,3133,1917,2010,1390,505,84,14,12674,181,35422
4609,曽於,46,鹿児島県,female,1279,1556,1590,1253,1082,1197,1584,1940,1864,1894,1994,2517,3250,3495,3210,2499,2982,2442,1353,450,74,16505,97,39602
4610,肝属,46,鹿児島県,male,3053,3555,3788,3151,2395,2749,3269,3980,4142,4198,3805,4562,5595,6012,5519,3502,3193,2472,958,151,16,21823,987,71052
4610,肝属,46,鹿児島県,female,2983,3414,3425,2746,2264,2799,3456,4076,4260,4283,4277,4879,5645,5988,5688,4440,4907,4245,2410,790,138,28606,639,77752
4611,熊毛,46,鹿児島県,male,731,933,925,598,436,605,748,1004,1149,1218,1236,1438,1678,1920,1597,1028,907,658,246,43,5,6404,21,19124
4611,熊毛,46,鹿児島県,female,729,895,890,581,357,527,736,1002,1104,1175,1150,1257,1580,1803,1655,1367,1514,1198,650,210,42,8439,4,20426
4612,奄美,46,鹿児島県,male,2167,2665,2610,1849,1068,1627,2256,2906,3082,3283,3016,3659,4518,5055,3795,2502,2113,1591,704,175,12,15947,104,50757
4612,奄美,46,鹿児島県,female,2055,2563,2490,1666,906,1517,2181,3004,3076,2951,2880,3368,4218,4692,3853,3069,3015,2931,2060,769,171,20560,89,53524
4701,北部,47,沖縄県,male,2510,2773,2793,2897,2169,2187,2623,2964,3126,3203,2678,3144,3862,4238,3187,1895,1643,1039,501,113,23,12639,1081,50649
4701,北部,47,沖縄県,female,2524,2680,2548,2522,2285,2165,2635,3043,3052,2934,2584,2922,3505,3594,2804,1952,1928,1679,1232,499,148,13836,867,50102
4702,中部,47,沖縄県,male,14310,15078,15030,14804,13957,13730,14569,15904,17146,18968,16175,15136,15120,15881,12372,7924,6966,4184,1492,261,50,49130,6071,255128
4702,中部,47,沖縄県,female,13586,14621,14653,13944,13065,13770,14863,16308,17604,19090,16545,15093,15151,15757,12884,9267,9600,7175,3925,1346,358,60312,5009,263614
4703,南部,47,沖縄県,male,19865,21366,21187,20107,18155,18994,21243,23385,24605,27322,23617,21940,21733,23030,18324,11791,10382,6106,2114,415,61,72223,7280,363022
4703,南部,47,沖縄県,female,18783,20757,20459,19383,17341,18607,21602,24085,24753,27000,23789,22229,22230,23802,19459,14372,14333,10398,5748,1857,450,90419,6284,377721
4704,宮古,47,沖縄県,male,1410,1560,1460,1065,733,1136,1486,1795,1811,1791,1607,1888,2265,2169,1514,1050,816,689,283,48,8,6577,472,27056
4704,宮古,47,沖縄県,female,1339,1445,1338,1025,733,1090,1368,1710,1696,1560,1430,1767,2142,2157,1502,1072,1124,1046,657,227,40,7825,465,26933
4705,八重山,47,沖縄県,male,1549,1558,1561,1057,840,1326,1623,1901,2007,1943,1779,1764,1981,1981,1414,783,667,419,201,33,5,5503,565,26957
4705,八重山,47,沖縄県,female,1458,1579,1466,989,851,1278,1577,2007,1929,1823,1513,1531,1775,1762,1318,846,914,730,465,171,38,6244,278,26298
